filename,combinedQualityScore,topiqTechnical,topiqAesthetic,clipIQA,ratingStars,userOverride,processState,decodeError
DSCF0001.JPG,0.49959895,0.40234375,0.6464844,0.40033826,1,,done,false
DSCF0002.JPG,0.53595865,0.42797852,0.6645508,0.49473462,1,,done,false
DSCF0003.JPG,0.5459719,0.46435547,0.6738281,0.45349208,1,,done,false
DSCF0004.JPG,0.5668826,0.50927734,0.6645508,0.4867567,1,,done,false
DSCF0005.JPG,0.49892813,0.39648438,0.64990234,0.4018671,1,,done,false
DSCF0006.JPG,0.5245487,0.43359375,0.66308594,0.42938405,1,,done,false
DSCF0007.JPG,0.5070066,0.4020996,0.65185547,0.42712265,1,,done,false
DSCF0008.JPG,0.6326137,0.6538086,0.7495117,0.35642773,3,,done,false
DSCF0009.JPG,0.5792724,0.54785156,0.67041016,0.45983848,2,,done,false
DSCF0011.JPG,0.6729139,0.7163086,0.7163086,0.4993351,4,,done,false
DSCF0012.JPG,0.6796746,0.69091797,0.7241211,0.5682951,4,,done,false
DSCF0013.JPG,0.701452,0.73339844,0.72998047,0.58050203,5,,done,false
DSCF0014.JPG,0.7080566,0.7524414,0.73583984,0.5637209,5,,done,false
DSCF0015.JPG,0.6952646,0.67871094,0.7285156,0.66186976,4,,done,false
DSCF0016.JPG,0.6956632,0.69970703,0.74072266,0.5974568,5,,done,false
DSCF0017.JPG,0.7265233,0.71972656,0.7416992,0.70976454,5,,done,false
DSCF0018.JPG,0.41957626,0.18701172,0.5810547,0.5617484,1,,done,false
DSCF0019.JPG,0.4372867,0.20166016,0.5830078,0.61709756,1,,done,false
DSCF0020.JPG,0.44121608,0.203125,0.5756836,0.6484632,1,,done,false
DSCF0021.JPG,0.6320418,0.57177734,0.7001953,0.6162637,3,,done,false
DSCF0022.JPG,0.6720704,0.66748047,0.7207031,0.583985,4,,done,false
DSCF0023.JPG,0.6960267,0.72998047,0.72314453,0.57388324,5,,done,false
DSCF0024.JPG,0.7206883,0.75683594,0.72558594,0.63859767,5,,done,false
DSCF0025.JPG,0.5744288,0.47436523,0.65185547,0.6197027,1,,done,false
DSCF0026.JPG,0.6879625,0.64990234,0.7158203,0.708367,4,,done,false
DSCF0027.JPG,0.6926783,0.6645508,0.7182617,0.6977661,4,,done,false
DSCF0028.JPG,0.61190903,0.6118164,0.70458984,0.42673272,2,,done,false
DSCF0029.JPG,0.6379642,0.6464844,0.7026367,0.4915785,3,,done,false
DSCF0030.JPG,0.6536778,0.65185547,0.7089844,0.5467093,3,,done,false
DSCF0031.JPG,0.63670534,0.63916016,0.7158203,0.47356576,3,,done,false
DSCF0032.JPG,0.6119351,0.5805664,0.70996094,0.47862044,2,,done,false
DSCF0033.JPG,0.6538783,0.66259766,0.7211914,0.50181323,3,,done,false
DSCF0034.JPG,0.6472929,0.6435547,0.71435547,0.5206441,3,,done,false
DSCF0035.JPG,0.650651,0.6640625,0.7290039,0.46712226,3,,done,false
DSCF0036.JPG,0.63525844,0.6567383,0.71728516,0.42824513,3,,done,false
DSCF0037.JPG,0.6274388,0.625,0.6982422,0.4907096,2,,done,false
DSCF0038.JPG,0.3916746,0.15307617,0.5854492,0.48132223,1,,done,false
DSCF0039.JPG,0.4138335,0.19616699,0.5913086,0.49421644,1,,done,false
DSCF0040.JPG,0.42875826,0.23034668,0.58984375,0.50341034,1,,done,false
DSCF0041.JPG,0.38600397,0.18811035,0.5800781,0.39364284,1,,done,false
DSCF0042.JPG,0.38890702,0.20324707,0.57910156,0.37983766,1,,done,false
DSCF0043.JPG,0.40332526,0.23071289,0.5864258,0.38234895,1,,done,false
DSCF0044.JPG,0.60518485,0.5810547,0.71435547,0.4351042,2,,done,false
DSCF0045.JPG,0.6016214,0.5678711,0.70751953,0.45732546,2,,done,false
DSCF0046.JPG,0.6779713,0.64746094,0.7319336,0.63106745,4,,done,false
DSCF0047.JPG,0.640047,0.62109375,0.7128906,0.5322663,3,,done,false
DSCF0048.JPG,0.635234,0.6298828,0.7216797,0.4730452,3,,done,false
DSCF0049.JPG,0.6547121,0.65771484,0.7084961,0.54113877,3,,done,false
DSCF0050.JPG,0.66939145,0.65771484,0.73046875,0.5705902,4,,done,false
DSCF0051.JPG,0.7065097,0.7207031,0.73828125,0.61458,5,,done,false
DSCF0052.JPG,0.70237446,0.7163086,0.7373047,0.60464555,5,,done,false
DSCF0053.JPG,0.6981806,0.71484375,0.73876953,0.58367634,5,,done,false
DSCF0054.JPG,0.67478395,0.66064453,0.73828125,0.5760683,4,,done,false
DSCF0055.JPG,0.6925273,0.6977539,0.7397461,0.58763623,4,,done,false
DSCF0056.JPG,0.6743726,0.65625,0.7397461,0.5798707,4,,done,false
DSCF0057.JPG,0.54421616,0.48339844,0.65478516,0.4447135,1,,done,false
DSCF0058.JPG,0.60612327,0.5546875,0.7055664,0.51010835,2,,done,false
DSCF0059.JPG,0.59237087,0.5439453,0.6923828,0.48919812,2,,done,false
DSCF0060.JPG,0.6173512,0.57714844,0.71484375,0.5027714,2,,done,false
DSCF0061.JPG,0.5924636,0.5551758,0.703125,0.44571647,2,,done,false
DSCF0062.JPG,0.59486425,0.5756836,0.7001953,0.42256325,2,,done,false
DSCF0063.JPG,0.5915983,0.5566406,0.6953125,0.45408472,2,,done,false
DSCF0064.JPG,0.5903588,0.55908203,0.7109375,0.4117548,2,,done,false
DSCF0065.JPG,0.5314868,0.46435547,0.68310547,0.36251223,1,,done,false
DSCF0067.JPG,0.45292902,0.3725586,0.62646484,0.26659814,1,,done,false
DSCF0068.JPG,0.47642043,0.4025879,0.6401367,0.29665282,1,,done,false
DSCF0069.JPG,0.46941566,0.46020508,0.5991211,0.22842589,1,,done,false
DSCF0070.JPG,0.4239906,0.32250977,0.5942383,0.28645688,1,,done,false
DSCF0071.JPG,0.41844842,0.32958984,0.5800781,0.27290606,1,,done,false
DSCF0072.JPG,0.45170754,0.3894043,0.5908203,0.2980885,1,,done,false
DSCF0073.JPG,0.48299742,0.43652344,0.62402344,0.29389322,1,,done,false
DSCF0074.JPG,0.47485945,0.4663086,0.6230469,0.19558617,1,,done,false
DSCF0075.JPG,0.4704172,0.42260742,0.62353516,0.25980085,1,,done,false
DSCF0076.JPG,0.46648753,0.40649414,0.6347656,0.24991813,1,,done,false
DSCF0077.JPG,0.49169856,0.46899414,0.6357422,0.2490201,1,,done,false
DSCF0078.JPG,0.47125953,0.40600586,0.6425781,0.25912976,1,,done,false
DSCF0079.JPG,0.546558,0.5600586,0.6430664,0.32654002,1,,done,false
DSCF0080.JPG,0.5283005,0.5058594,0.6328125,0.36415872,1,,done,false
DSCF0081.JPG,0.5136767,0.48510742,0.6328125,0.33254352,1,,done,false
DSCF0082.JPG,0.44643787,0.3803711,0.6088867,0.25367367,1,,done,false
DSCF0083.JPG,0.4653613,0.42260742,0.61865234,0.24428694,1,,done,false
DSCF0084.JPG,0.45244762,0.42651367,0.6191406,0.17092964,1,,done,false
DSCF0085.JPG,0.45647126,0.43115234,0.6201172,0.17981727,1,,done,false
DSCF0087.JPG,0.5792023,0.5942383,0.7109375,0.28565976,2,,done,false
DSCF0088.JPG,0.57698435,0.57421875,0.7060547,0.32437485,2,,done,false
DSCF0089.JPG,0.5843578,0.5878906,0.70703125,0.33194512,2,,done,false
DSCF0090.JPG,0.5280215,0.53271484,0.6777344,0.21920916,1,,done,false
DSCF0091.JPG,0.55465674,0.5917969,0.69921875,0.19125262,1,,done,false
DSCF0092.JPG,0.63723415,0.6044922,0.68847656,0.6002334,3,,done,false
DSCF0093.JPG,0.6335995,0.62109375,0.6879883,0.54983336,3,,done,false
DSCF0094.JPG,0.58083445,0.5473633,0.6738281,0.46178943,2,,done,false
DSCF0095.JPG,0.5716391,0.54248047,0.67529297,0.42264882,1,,done,false
DSCF0096.JPG,0.5562463,0.56152344,0.6777344,0.30271587,1,,done,false
DSCF0097.JPG,0.5700327,0.5883789,0.68652344,0.30035883,1,,done,false
DSCF0098.JPG,0.5461048,0.5307617,0.6669922,0.33501607,1,,done,false
DSCF0099.JPG,0.5511617,0.5625,0.6791992,0.27241,1,,done,false
DSCF0100.JPG,0.58095926,0.59228516,0.68408203,0.3520618,2,,done,false
DSCF0101.JPG,0.5161361,0.46289062,0.67089844,0.31310228,1,,done,false
DSCF0102.JPG,0.5099792,0.4699707,0.6611328,0.28768882,1,,done,false
DSCF0103.JPG,0.45909756,0.43164062,0.6225586,0.18708937,1,,done,false
DSCF0104.JPG,0.4632125,0.39404297,0.61865234,0.29067174,1,,done,false
DSCF0105.JPG,0.4517119,0.42089844,0.6074219,0.20191881,1,,done,false
DSCF0106.JPG,0.45969835,0.41674805,0.6269531,0.21108945,1,,done,false
DSCF0107.JPG,0.56200445,0.5605469,0.69189453,0.3051393,1,,done,false
DSCF0108.JPG,0.5543195,0.5390625,0.6928711,0.30773014,1,,done,false
DSCF0109.JPG,0.57214946,0.52246094,0.6899414,0.43594265,1,,done,false
DSCF0110.JPG,0.54690605,0.5097656,0.66796875,0.3790615,1,,done,false
DSCF0111.JPG,0.53162044,0.49389648,0.6586914,0.35292616,1,,done,false
DSCF0112.JPG,0.5220054,0.48120117,0.6586914,0.33024174,1,,done,false
DSCF0113.JPG,0.54384375,0.5175781,0.6738281,0.33640608,1,,done,false
DSCF0114.JPG,0.54103065,0.54833984,0.66748047,0.27351266,1,,done,false
DSCF0115.JPG,0.5185885,0.5058594,0.65771484,0.26579398,1,,done,false
DSCF0117.JPG,0.52074945,0.47216797,0.6508789,0.35765356,1,,done,false
DSCF0118.JPG,0.5938989,0.60253906,0.6767578,0.41090077,2,,done,false
DSCF0119.JPG,0.52467734,0.5004883,0.640625,0.34116012,1,,done,false
DSCF0120.JPG,0.56956017,0.5239258,0.63183594,0.5362772,1,,done,false
DSCF0121.JPG,0.5776492,0.55029297,0.6669922,0.45367533,2,,done,false
DSCF0122.JPG,0.5626844,0.56103516,0.67529297,0.3407657,1,,done,false
DSCF0123.JPG,0.49337798,0.4350586,0.6616211,0.27353048,1,,done,false
DSCF0124.JPG,0.5122118,0.46289062,0.64990234,0.3354729,1,,done,false
DSCF0125.JPG,0.52350205,0.48608398,0.6308594,0.38362342,1,,done,false
DSCF0126.JPG,0.5158806,0.4855957,0.62890625,0.35039902,1,,done,false
DSCF0127.JPG,0.49816105,0.48291016,0.6191406,0.28670362,1,,done,false
DSCF0128.JPG,0.46830088,0.43481445,0.57373047,0.32441455,1,,done,false
DSCF0129.JPG,0.44642153,0.3996582,0.5649414,0.30290848,1,,done,false
DSCF0130.JPG,0.5745316,0.5419922,0.6928711,0.4029314,2,,done,false
DSCF0131.JPG,0.4985003,0.52246094,0.56689453,0.3137905,1,,done,false
DSCF0132.JPG,0.47489467,0.48608398,0.5629883,0.27632874,1,,done,false
DSCF0133.JPG,0.46772656,0.45043945,0.53759766,0.36255848,1,,done,false
DSCF0134.JPG,0.45799348,0.4428711,0.5371094,0.33000627,1,,done,false
DSCF0135.JPG,0.46078748,0.38623047,0.5986328,0.33421078,1,,done,false
DSCF0136.JPG,0.49328497,0.50146484,0.60546875,0.25255752,1,,done,false
DSCF0137.JPG,0.48257124,0.45654297,0.56933594,0.36109835,1,,done,false
DSCF0138.JPG,0.47129992,0.45776367,0.5727539,0.29546446,1,,done,false
DSCF0139.JPG,0.47843352,0.47705078,0.60791016,0.2222456,1,,done,false
DSCF0140.JPG,0.5146073,0.5175781,0.61621094,0.30545837,1,,done,false
DSCF0141.JPG,0.51016885,0.5175781,0.6118164,0.2920552,1,,done,false
DSCF0144.JPG,0.39666983,0.33935547,0.55566406,0.19331005,1,,done,false